INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
10204010	1	2	4	10	0	291	1	-1	-1	仙羽寒月	100	100级标准，扇类	2304	100	10	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	138	-1	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan4_12
10205001	1	2	5	1	0	186	1	-1	-1	青铜环	10	10级标准，环类	192	60	6	0	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	10	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_2
10205002	1	2	5	2	0	191	1	-1	-1	白虹环	20	20级标准，环类	240	60	6	0	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	20	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_10
10205003	1	2	5	3	0	196	1	-1	-1	符文竹环	30	30级标准，环类	336	70	7	0	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	31	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_4
10205004	1	2	5	4	0	201	1	-1	-1	映霞环	40	40级标准，环类	432	70	7	1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	42	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_12
10205005	1	2	5	5	0	206	1	-1	-1	五行环	50	50级标准，环类	624	80	8	1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	55	-1	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_5
10205006	1	2	5	6	0	211	1	-1	-1	琼环	60	60级标准，环类	816	80	8	2	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_7
10205007	1	2	5	7	0	216	1	-1	-1	九金乌圈	70	70级标准，环类	1056	90	9	2	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	85	-1	85	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_16
10205008	1	2	5	8	0	221	1	-1	-1	锁妖圈	80	80级标准，环类	1344	90	9	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_13
10205009	1	2	5	9	0	226	1	-1	-1	岚凰轮	90	90级标准，环类	1776	100	10	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	117	-1	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus4_5
10205010	1	2	5	10	0	231	1	-1	-1	百眼魔环	100	100级标准，环类	2304	100	10	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	138	-1	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus4_11
10210001	1	2	10	1	1	91	1	1	4	粗布帽	2	10级标准，帽	128	60	6	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	Food_1
10210002	1	2	10	2	1	92	1	2	4	麻布帽	2	10级标准，帽	128	60	6	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	Food_1
10210003	1	2	10	3	1	93	1	3	4	毛布帽	2	10级标准，帽	128	60	6	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	Food_1
10210004	1	2	10	4	1	94	1	4	4	源泉帽	12	20级标准，帽	160	60	6	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	-1	-1	-1	Food_1
10210005	1	2	10	5	1	95	1	5	4	重生帽	12	20级标准，帽	160	60	6	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	16	-1	-1	-1	Food_1
10210006	1	2	10	6	1	96	1	6	4	虎牙帽	22	30级标准，帽	224	70	7	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	Food_1
10210007	1	2	10	7	1	97	1	7	4	虎爪帽	22	30级标准，帽	224	70	7	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	Food_1
10210008	1	2	10	8	1	98	1	8	4	虎头帽	22	30级标准，帽	224	70	7	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	Food_1
10210009	1	2	10	9	1	99	1	9	4	丝绸帽	32	40级标准，帽	288	70	7	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	29	-1	-1	-1	Food_1
10210010	1	2	10	10	1	100	1	10	4	乌丝帽	32	40级标准，帽	288	70	7	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	29	-1	-1	-1	Food_1
10210011	1	2	10	11	1	101	1	11	4	丝羽帽	32	40级标准，帽	288	70	7	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	29	-1	-1	-1	Food_1
10210012	1	2	10	12	1	102	1	12	4	勇士帽	42	50级标准，帽	416	80	8	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	35	-1	-1	-1	Food_1
10210013	1	2	10	13	1	103	1	13	4	修真帽	42	50级标准，帽	416	80	8	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	35	-1	-1	-1	Food_1
10210014	1	2	10	14	1	104	1	14	4	哲别帽	42	50级标准，帽	416	80	8	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	35	-1	-1	-1	Food_1
10210015	1	2	10	15	1	105	1	15	4	乌蛮帽	52	60级标准，帽	544	80	8	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Food_1
10210016	1	2	10	16	1	106	1	16	4	乌蚕帽	52	60级标准，帽	544	80	8	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Food_1
10210017	1	2	10	17	1	107	1	17	4	苍蟒帽	52	60级标准，帽	544	80	8	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	41	-1	-1	-1	Food_1
10210018	1	2	10	18	1	108	1	18	4	真武帽	62	70级标准，帽	704	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	47	-1	-1	-1	Food_1
10210019	1	2	10	19	1	109	1	19	4	罗汉帽	62	70级标准，帽	704	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	47	-1	-1	-1	Food_1
10210020	1	2	10	20	1	110	1	20	4	拜火帽	62	70级标准，帽	704	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	47	-1	-1	-1	Food_1
10210021	1	2	10	21	1	111	1	21	4	怜悯帽	62	70级标准，帽	704	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	47	-1	-1	-1	Food_1
10210022	1	2	10	22	1	112	1	22	4	枯荣帽	62	70级标准，帽	704	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	47	-1	-1	-1	Food_1
10210023	1	2	10	23	1	113	1	23	4	百虫帽	62	70级标准，帽	704	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	47	-1	-1	-1	Food_1
10210024	1	2	10	24	1	114	1	24	4	达摩帽	71	75级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210025	1	2	10	25	1	115	1	25	4	神龙帽	71	75级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210026	1	2	10	26	1	116	1	26	4	问情帽	71	75级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210027	1	2	10	27	1	117	1	27	4	玄武帽	71	75级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210028	1	2	10	28	1	118	1	28	4	独尊帽	71	75级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210029	1	2	10	29	1	119	1	29	4	遨游帽	71	75级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210030	1	2	10	30	1	120	1	30	4	如来帽	76	80级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210031	1	2	10	31	1	91	1	31	4	龙女帽	76	80级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210032	1	2	10	32	1	92	1	32	4	圣武帽	76	80级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210033	1	2	10	33	1	93	1	33	4	北溟帽	76	80级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210034	1	2	10	34	1	94	1	34	4	八荒帽	76	80级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210035	1	2	10	35	1	95	1	35	4	天行帽	76	80级标准，帽	896	90	9	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	54	-1	-1	-1	Food_1
10210036	1	2	10	36	1	96	1	36	4	鬼眼帽	81	85级标准，帽	1184	100	10	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Food_1
10210037	1	2	10	37	1	97	1	37	4	神形帽	81	85级标准，帽	1184	100	10	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Food_1
10210038	1	2	10	38		98	1	38	4	旋玑帽	81	85级标准，帽	1184	100	10	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Food_1
10210039	1	2	10	39	1	99	1	39	4	圣灵帽	81	85级标准，帽	1184	100	10	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Food_1
10210040	1	2	10	40	1	100	1	40	4	金罡帽	81	85级标准，帽	1184	100	10	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Food_1
10210041	1	2	10	41	1	101	1	41	4	九狐帽	86	90级标准，帽	1184	100	10	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Food_1
10210042	1	2	10	42	1	102	1	42	4	纯阳帽	86	90级标准，帽	1184	100	10	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Food_1
10210043	1	2	10	43	1	103	1	43	4	踏风帽	86	90级标准，帽	1184	100	10	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	60	-1	-1	-1	Food_1
